Time,Solar,Wind,Solar1,Wind1
14-07-2018 13:43:00,416.74,1869.74,398.94,2076.21
14-07-2018 13:44:00,,,384.73,2071.94
14-07-2018 13:45:00,,,384.59,2073.22
14-07-2018 13:46:00,,,397.08,2075.92
14-07-2018 13:47:00,,,409.4,2086.17
14-07-2018 13:48:00,,,410.7,2084.68
14-07-2018 13:49:00,,,405.94,2075.07
14-07-2018 13:50:00,,,388.15,2068.29
14-07-2018 13:51:00,,,377.77,2063.83
14-07-2018 13:52:00,,,368.03,2058.18
14-07-2018 13:53:00,,,356.52,2064.76
14-07-2018 13:54:00,,,348.94,2073.59
14-07-2018 13:55:00,,,356.88,2076.55
14-07-2018 13:56:00,,,361.56,2083.4
14-07-2018 13:57:00,,,372.93,2083.31
14-07-2018 13:58:00,,,386.92,2083.29
14-07-2018 13:59:00,,,393.42,2073.56
14-07-2018 14:00:00,,,390.11,2077.64
14-07-2018 14:01:00,,,393.99,2088.12
14-07-2018 14:02:00,,,383.45,2085.69
14-07-2018 14:03:00,,,374.29,2097.66
14-07-2018 14:04:00,,,371.63,2090.8
14-07-2018 14:05:00,,,375.53,2092.25
14-07-2018 14:06:00,,,392.66,2101.86
14-07-2018 14:07:00,,,396.09,2097.92
14-07-2018 14:08:00,,,384.08,2108.61
14-07-2018 14:09:00,,,374.64,2112.58
14-07-2018 14:10:00,,,365.84,2106.84
14-07-2018 14:11:00,,,357.48,2108.66
14-07-2018 14:12:00,,,354.14,2096.76
14-07-2018 14:13:00,,,352.63,2094.74
14-07-2018 14:14:00,,,348.72,2090.4
14-07-2018 14:15:00,,,352.87,2087.1
14-07-2018 14:16:00,,,369.5,2086.54
14-07-2018 14:17:00,,,368.7,2083.24
14-07-2018 14:18:00,,,355.09,2086.12
14-07-2018 14:19:00,,,353.11,2089.43
14-07-2018 14:20:00,,,379.54,2088.25
14-07-2018 14:21:00,,,391.98,2096.81
14-07-2018 14:22:00,,,398.68,2154.93
14-07-2018 14:23:00,,,399.25,2107.12
14-07-2018 14:24:00,,,405.01,2099.8
14-07-2018 14:25:00,,,418.29,2103.33
14-07-2018 14:26:00,,,408.55,2099.8
14-07-2018 14:27:00,,,401.54,2087.37
14-07-2018 14:28:00,,,393.75,2088.06
14-07-2018 14:29:00,,,380.35,2096.85
14-07-2018 14:30:00,,,374.27,2109.18
14-07-2018 14:31:00,,,377.33,2107.86
14-07-2018 14:32:00,,,385.81,2131.32
14-07-2018 14:33:00,,,402.36,2153.88
14-07-2018 14:34:00,,,405.59,2108.36
14-07-2018 14:35:00,,,406.51,2097.9
14-07-2018 14:36:00,,,403.45,2101.3
14-07-2018 14:37:00,,,395.29,2094.42
14-07-2018 14:38:00,,,387.79,2089.57
14-07-2018 14:39:00,,,373.85,2092.89
14-07-2018 14:40:00,,,362.61,2088.92
14-07-2018 14:41:00,,,368.63,2086.6
14-07-2018 14:42:00,,,378.09,2092.59
14-07-2018 14:43:00,,,381.84,2086.18
14-07-2018 14:44:00,,,378.05,2096.43
14-07-2018 14:45:00,,,376.75,2101.2
14-07-2018 14:46:00,,,375.06,2085.39
14-07-2018 14:47:00,,,371.39,2081.0
14-07-2018 14:48:00,,,362.48,2110.53
14-07-2018 14:49:00,,,345.98,2081.9
14-07-2018 14:50:00,,,328.81,2103.02
14-07-2018 14:51:00,,,319.34,2110.47
14-07-2018 14:52:00,,,313.22,2102.94
14-07-2018 14:53:00,,,300.77,2100.63
14-07-2018 14:54:00,,,295.63,2094.1
14-07-2018 14:55:00,,,290.86,2098.83
14-07-2018 14:56:00,,,294.32,2106.86
14-07-2018 14:57:00,,,307.25,2102.5
14-07-2018 14:58:00,,,329.06,2099.56
14-07-2018 14:59:00,,,331.86,2116.64
14-07-2018 15:00:00,,,322.28,2114.41
14-07-2018 15:01:00,,,319.63,2117.84
14-07-2018 15:02:00,,,315.41,2120.51
14-07-2018 15:03:00,,,310.32,2116.72
14-07-2018 15:04:00,,,299.34,2113.76
14-07-2018 15:05:00,,,301.52,2117.54
14-07-2018 15:06:00,,,310.27,2106.03
14-07-2018 15:07:00,,,314.67,2109.26
14-07-2018 15:08:00,,,324.54,2118.01
14-07-2018 15:09:00,,,340.42,2128.36
14-07-2018 15:10:00,,,343.7,2123.32
14-07-2018 15:11:00,,,337.92,2110.35
14-07-2018 15:12:00,,,338.05,2113.86
14-07-2018 15:13:00,,,338.37,2110.64
14-07-2018 15:14:00,,,332.78,2104.96
14-07-2018 15:15:00,,,336.8,2098.53
14-07-2018 15:16:00,,,340.59,2101.38
14-07-2018 15:17:00,,,330.32,2096.34
14-07-2018 15:18:00,,,320.69,2096.5
14-07-2018 15:19:00,,,308.68,2085.27
14-07-2018 15:20:00,,,300.59,2089.06
14-07-2018 15:21:00,,,292.42,2095.12
14-07-2018 15:22:00,,,295.03,2094.19
14-07-2018 15:23:00,,,300.43,2093.94
14-07-2018 15:24:00,,,296.71,2089.76
14-07-2018 15:25:00,,,287.18,2087.37
14-07-2018 15:26:00,,,278.49,2082.99
14-07-2018 15:27:00,,,278.21,2086.1
14-07-2018 15:28:00,,,282.67,2086.91
14-07-2018 15:29:00,,,287.64,2082.26
14-07-2018 15:30:00,,,296.42,2084.08
14-07-2018 15:31:00,,,314.7,2097.81
14-07-2018 15:32:00,,,323.97,2065.23
14-07-2018 15:33:00,,,311.15,2059.04
14-07-2018 15:34:00,,,297.71,2058.73
14-07-2018 15:35:00,,,285.03,2061.73
14-07-2018 15:36:00,,,281.99,2063.05
14-07-2018 15:37:00,,,276.68,2045.79
14-07-2018 15:38:00,,,280.87,2044.54
14-07-2018 15:39:00,,,284.43,2050.82
14-07-2018 15:40:00,,,285.9,2043.36
14-07-2018 15:41:00,,,288.7,2034.65
14-07-2018 15:42:00,,,282.79,2027.93
14-07-2018 15:43:00,,,283.62,2032.8
14-07-2018 15:44:00,,,275.6,2031.19
14-07-2018 15:45:00,,,272.72,2039.69
14-07-2018 15:46:00,,,275.35,2038.59
14-07-2018 15:47:00,,,277.43,2035.63
14-07-2018 15:48:00,,,281.85,2054.59
14-07-2018 15:49:00,,,285.86,2052.95
14-07-2018 15:50:00,,,277.1,2064.93
14-07-2018 15:51:00,,,279.63,2061.38
14-07-2018 15:52:00,,,289.54,2067.35
14-07-2018 15:53:00,,,296.75,2070.81
14-07-2018 15:54:00,,,297.47,2083.4
14-07-2018 15:55:00,,,294.61,2080.47
14-07-2018 15:56:00,,,289.89,2083.84
14-07-2018 15:57:00,,,282.25,2083.61
14-07-2018 15:58:00,,,274.1,2085.46
14-07-2018 15:59:00,,,257.09,2078.78
14-07-2018 16:00:00,,,258.63,2087.54
14-07-2018 16:01:00,,,282.49,2091.71
14-07-2018 16:02:00,,,297.7,2085.72
14-07-2018 16:03:00,,,296.83,2095.1
14-07-2018 16:04:00,,,300.09,2090.62
14-07-2018 16:05:00,,,308.05,2088.43
14-07-2018 16:06:00,,,306.23,2092.71
14-07-2018 16:07:00,,,299.17,2092.1
14-07-2018 16:08:00,,,296.65,2100.11
14-07-2018 16:09:00,,,284.58,2107.75
14-07-2018 16:10:00,,,279.62,2106.85
14-07-2018 16:11:00,,,289.41,2108.86
14-07-2018 16:12:00,,,285.86,2114.78
14-07-2018 16:13:00,,,283.4,2122.84
14-07-2018 16:14:00,,,269.44,2119.55
14-07-2018 16:15:00,,,246.58,2126.48
14-07-2018 16:16:00,,,238.57,2126.63
14-07-2018 16:17:00,,,230.61,2127.24
14-07-2018 16:18:00,,,227.3,2123.29
14-07-2018 16:19:00,,,232.58,2126.63
14-07-2018 16:20:00,,,236.72,2121.66
14-07-2018 16:21:00,,,254.0,2161.62
14-07-2018 16:22:00,,,261.12,2143.41
14-07-2018 16:23:00,,,250.74,2143.12
14-07-2018 16:24:00,,,239.52,2137.39
14-07-2018 16:25:00,,,238.8,2140.9
14-07-2018 16:26:00,,,236.08,2133.23
14-07-2018 16:27:00,,,235.33,2133.66
14-07-2018 16:28:00,,,240.85,2127.98
14-07-2018 16:29:00,,,242.33,2127.48
14-07-2018 16:30:00,,,238.78,2123.3
14-07-2018 16:31:00,,,233.43,2128.91
14-07-2018 16:32:00,,,230.43,2126.61
14-07-2018 16:33:00,,,224.81,2127.67
14-07-2018 16:34:00,,,211.72,2135.99
14-07-2018 16:35:00,,,216.01,2146.51
14-07-2018 16:36:00,,,212.73,2153.69
14-07-2018 16:37:00,,,207.83,2155.63
14-07-2018 16:38:00,,,209.46,2137.89
14-07-2018 16:39:00,,,205.84,2150.6
14-07-2018 16:40:00,,,204.07,2161.42
14-07-2018 16:41:00,,,197.99,2167.09
14-07-2018 16:42:00,,,197.49,2179.12
14-07-2018 16:43:00,,,198.3,2188.67
14-07-2018 16:44:00,,,191.57,2201.87
14-07-2018 16:45:00,,,188.27,2199.32
14-07-2018 16:46:00,,,184.5,2201.44
14-07-2018 16:47:00,,,179.92,2202.97
14-07-2018 16:48:00,,,178.99,2203.57
14-07-2018 16:49:00,,,178.88,2205.15
14-07-2018 16:50:00,,,177.95,2199.96
14-07-2018 16:51:00,,,176.85,2197.39
14-07-2018 16:52:00,,,177.92,2165.38
14-07-2018 16:53:00,,,179.96,2164.32
14-07-2018 16:54:00,,,181.79,2164.6
14-07-2018 16:55:00,,,181.27,2160.54
14-07-2018 16:56:00,,,177.94,2155.87
14-07-2018 16:57:00,,,173.26,2159.22
14-07-2018 16:58:00,,,169.67,2163.74
14-07-2018 16:59:00,,,166.94,2163.42
14-07-2018 17:00:00,,,166.94,2169.67
14-07-2018 17:01:00,,,168.0,2165.79
14-07-2018 17:02:00,,,167.8,2168.88
14-07-2018 17:03:00,,,169.32,2171.52
14-07-2018 17:04:00,,,168.17,2166.09
14-07-2018 17:05:00,,,165.22,2168.54
14-07-2018 17:06:00,,,163.68,2166.79
14-07-2018 17:07:00,,,162.11,2159.29
14-07-2018 17:08:00,,,160.48,2161.17
14-07-2018 17:09:00,,,157.77,2161.13
14-07-2018 17:10:00,,,157.92,2163.4
14-07-2018 17:11:00,,,158.53,2169.28
14-07-2018 17:12:00,,,157.82,2170.92
14-07-2018 17:13:00,,,156.46,2192.43
14-07-2018 17:14:00,,,156.04,2182.67
14-07-2018 17:15:00,,,156.21,2183.65
14-07-2018 17:16:00,,,156.81,2174.79
14-07-2018 17:17:00,,,157.51,2157.35
14-07-2018 17:18:00,,,157.83,2150.57
14-07-2018 17:19:00,,,156.79,2149.58
14-07-2018 17:20:00,,,155.36,2151.83
14-07-2018 17:21:00,,,153.99,2155.01
14-07-2018 17:22:00,,,150.74,2143.78
14-07-2018 17:23:00,,,149.92,2134.54
14-07-2018 17:24:00,,,149.67,2127.39
14-07-2018 17:25:00,,,151.49,2131.25
14-07-2018 17:26:00,,,152.39,2124.16
14-07-2018 17:27:00,,,151.09,2127.0
14-07-2018 17:28:00,,,148.79,2126.42
14-07-2018 17:29:00,,,145.42,2138.85
14-07-2018 17:30:00,,,142.71,2136.13
14-07-2018 17:31:00,,,139.23,2137.04
14-07-2018 17:32:00,,,137.36,2133.64
14-07-2018 17:33:00,,,136.88,2139.15
14-07-2018 17:34:00,,,137.18,2126.51
14-07-2018 17:35:00,,,136.9,2119.05
14-07-2018 17:36:00,,,137.39,2113.34
14-07-2018 17:37:00,,,137.85,2101.4
14-07-2018 17:38:00,,,137.93,2095.75
14-07-2018 17:39:00,,,137.5,2103.56
14-07-2018 17:40:00,,,137.0,2092.8
14-07-2018 17:41:00,,,135.66,2078.33
14-07-2018 17:42:00,,,134.18,2073.82
14-07-2018 17:43:00,,,133.11,2072.69
14-07-2018 17:44:00,,,131.59,2071.58
14-07-2018 17:45:00,,,129.84,2069.96
14-07-2018 17:46:00,,,128.03,2068.56
14-07-2018 17:47:00,,,125.67,2063.24
14-07-2018 17:48:00,,,123.38,2064.02
14-07-2018 17:49:00,,,121.66,2062.37
14-07-2018 17:50:00,,,120.59,2072.72
14-07-2018 17:51:00,,,119.77,2067.81
14-07-2018 17:52:00,,,119.45,2063.23
14-07-2018 17:53:00,,,119.03,2066.03
14-07-2018 17:54:00,,,119.06,2062.09
14-07-2018 17:55:00,,,119.77,2062.65
14-07-2018 17:56:00,,,120.02,2059.5
14-07-2018 17:57:00,,,119.9,2058.62
14-07-2018 17:58:00,,,118.86,2056.21
14-07-2018 17:59:00,,,117.4,2068.98
14-07-2018 18:00:00,,,116.3,2080.3
14-07-2018 18:01:00,,,114.56,2076.78
14-07-2018 18:02:00,,,109.49,2083.44
14-07-2018 18:03:00,,,107.64,2089.63
14-07-2018 18:04:00,,,106.25,2090.69
14-07-2018 18:05:00,,,105.49,2090.64
14-07-2018 18:06:00,,,105.96,2095.73
14-07-2018 18:07:00,,,106.02,2090.05
14-07-2018 18:08:00,,,105.55,2095.45
14-07-2018 18:09:00,,,104.92,2093.29
14-07-2018 18:10:00,,,104.12,2096.64
14-07-2018 18:11:00,,,103.3,2096.0
14-07-2018 18:12:00,,,102.7,2106.96
14-07-2018 18:13:00,,,102.22,2116.88
14-07-2018 18:14:00,,,101.9,2102.85
14-07-2018 18:15:00,,,101.56,2104.25
14-07-2018 18:16:00,,,101.15,2104.45
14-07-2018 18:17:00,,,100.84,2096.93
14-07-2018 18:18:00,,,100.44,2102.09
14-07-2018 18:19:00,,,100.06,2097.13
14-07-2018 18:20:00,,,99.73,2140.45
14-07-2018 18:21:00,,,99.34,2090.23
14-07-2018 18:22:00,,,98.65,2095.28
14-07-2018 18:23:00,,,98.1,2095.19
14-07-2018 18:24:00,,,97.6,2094.22
14-07-2018 18:25:00,,,97.15,2087.06
14-07-2018 18:26:00,,,96.92,2094.56
14-07-2018 18:27:00,,,96.7,2093.2
14-07-2018 18:28:00,,,95.61,2088.6
14-07-2018 18:29:00,,,93.33,2088.36
14-07-2018 18:30:00,,,92.7,2077.37
14-07-2018 18:31:00,,,91.94,2081.61
14-07-2018 18:32:00,,,91.54,2080.37
14-07-2018 18:33:00,,,91.26,2078.76
14-07-2018 18:34:00,,,90.92,2054.0
14-07-2018 18:35:00,,,90.49,2016.91
14-07-2018 18:36:00,,,90.07,2009.38
14-07-2018 18:37:00,,,89.73,1989.09
14-07-2018 18:38:00,,,89.43,1985.56
14-07-2018 18:39:00,,,89.26,1983.43
14-07-2018 18:40:00,,,89.03,2007.13
14-07-2018 18:41:00,,,88.55,1982.16
14-07-2018 18:42:00,,,87.73,1974.48
14-07-2018 18:43:00,,,87.4,1976.88
14-07-2018 18:44:00,,,86.99,1974.53
14-07-2018 18:45:00,,,86.65,1970.5
14-07-2018 18:46:00,,,86.34,1964.07
14-07-2018 18:47:00,,,86.12,1961.0
14-07-2018 18:48:00,,,85.88,1961.03
14-07-2018 18:49:00,,,85.73,1953.76
14-07-2018 18:50:00,,,85.6,1945.24
14-07-2018 18:51:00,,,85.53,1946.04
14-07-2018 18:52:00,,,85.55,1943.83
14-07-2018 18:53:00,,,85.52,1946.05
14-07-2018 18:54:00,,,85.33,1946.61
14-07-2018 18:55:00,,,85.25,1943.14
14-07-2018 18:56:00,,,85.07,1940.74
14-07-2018 18:57:00,,,84.91,1919.72
14-07-2018 18:58:00,,,84.84,1906.65
14-07-2018 18:59:00,,,84.77,1899.55
14-07-2018 19:00:00,,,84.69,1923.31
14-07-2018 19:01:00,,,84.67,1905.33
14-07-2018 19:02:00,,,84.59,1909.22
14-07-2018 19:03:00,,,84.53,1904.11
14-07-2018 19:04:00,,,84.51,1895.33
14-07-2018 19:05:00,,,84.5,1893.48
14-07-2018 19:06:00,,,84.45,1895.4
14-07-2018 19:07:00,,,84.4,1891.0
14-07-2018 19:08:00,,,84.27,1890.04
14-07-2018 19:09:00,,,84.2,1884.61
14-07-2018 19:10:00,,,84.18,1892.93
14-07-2018 19:11:00,,,84.14,1898.17
14-07-2018 19:12:00,,,84.1,1904.69
14-07-2018 19:13:00,,,84.1,1901.79
14-07-2018 19:14:00,,,84.09,1905.62
14-07-2018 19:15:00,,,84.05,1908.2
14-07-2018 19:16:00,,,84.02,1911.8
14-07-2018 19:17:00,,,84.01,1909.9
14-07-2018 19:18:00,,,83.99,1893.64
14-07-2018 19:19:00,,,83.97,1901.56
14-07-2018 19:20:00,,,83.93,1905.77
14-07-2018 19:21:00,,,83.92,1919.13
14-07-2018 19:22:00,,,83.89,1929.9
14-07-2018 19:23:00,,,83.89,1931.53
14-07-2018 19:24:00,,,83.89,1928.18
14-07-2018 19:25:00,,,83.86,1930.43
14-07-2018 19:26:00,,,83.81,1937.13
14-07-2018 19:27:00,,,83.8,1934.98
14-07-2018 19:28:00,,,83.8,1925.83
14-07-2018 19:29:00,,,83.8,1930.59
14-07-2018 19:30:00,,,83.83,1927.87
14-07-2018 19:31:00,,,83.82,1930.14
14-07-2018 19:32:00,,,83.85,1927.56
14-07-2018 19:33:00,,,83.86,1930.45
14-07-2018 19:34:00,,,83.84,1931.0
14-07-2018 19:35:00,,,83.83,1937.0
14-07-2018 19:36:00,,,83.83,1928.56
14-07-2018 19:37:00,,,83.83,1930.74
14-07-2018 19:38:00,,,83.82,1931.95
14-07-2018 19:39:00,,,83.81,1942.69
14-07-2018 19:40:00,,,83.81,1936.82
14-07-2018 19:41:00,,,83.82,1930.59
14-07-2018 19:42:00,,,83.82,1936.29
14-07-2018 19:43:00,,,83.82,1938.7
14-07-2018 19:44:00,,,83.82,1941.7
14-07-2018 19:45:00,,,83.83,1941.28
14-07-2018 19:46:00,,,83.82,1938.31
14-07-2018 19:47:00,,,83.82,1943.35
14-07-2018 19:48:00,,,83.82,1943.12
14-07-2018 19:49:00,,,83.82,1941.95
14-07-2018 19:50:00,,,83.82,1950.69
14-07-2018 19:51:00,,,83.82,1952.25
14-07-2018 19:52:00,,,83.81,1949.75
14-07-2018 19:53:00,,,83.8,1949.03
14-07-2018 19:54:00,,,83.8,1944.14
14-07-2018 19:55:00,,,83.8,1939.21
14-07-2018 19:56:00,,,83.8,1945.39
14-07-2018 19:57:00,,,83.79,1939.99
14-07-2018 19:58:00,,,83.8,1940.4
14-07-2018 19:59:00,,,83.8,1944.59
14-07-2018 20:00:00,,,83.8,1947.15
14-07-2018 20:01:00,,,83.79,1941.43
14-07-2018 20:02:00,,,83.8,1935.77
14-07-2018 20:03:00,,,83.79,1937.06
14-07-2018 20:04:00,,,83.79,1934.58
14-07-2018 20:05:00,,,83.79,1926.94
14-07-2018 20:06:00,,,83.78,1927.66
14-07-2018 20:07:00,,,83.79,1931.41
14-07-2018 20:08:00,,,83.8,1937.5
14-07-2018 20:09:00,,,83.87,1943.22
14-07-2018 20:10:00,,,83.79,1941.59
14-07-2018 20:11:00,,,83.78,1934.44
14-07-2018 20:12:00,,,83.79,1940.72
14-07-2018 20:13:00,,,83.78,1939.16
14-07-2018 20:14:00,,,83.79,1942.08
14-07-2018 20:15:00,,,83.79,1943.43
14-07-2018 20:16:00,,,83.79,1946.81
14-07-2018 20:17:00,,,83.79,1950.37
14-07-2018 20:18:00,,,83.79,1947.12
14-07-2018 20:19:00,,,83.79,1953.31
14-07-2018 20:20:00,,,83.79,1951.07
14-07-2018 20:21:00,,,83.79,1948.97
14-07-2018 20:22:00,,,83.8,1949.41
14-07-2018 20:23:00,,,83.79,1950.36
14-07-2018 20:24:00,,,83.79,1954.65
14-07-2018 20:25:00,,,83.79,1952.47
14-07-2018 20:26:00,,,83.79,1955.9
14-07-2018 20:27:00,,,83.79,1951.92
14-07-2018 20:28:00,,,83.79,1953.51
14-07-2018 20:29:00,,,83.8,1942.07
14-07-2018 20:30:00,,,83.79,1949.95
14-07-2018 20:31:00,,,83.79,1943.38
14-07-2018 20:32:00,,,83.79,1943.7
14-07-2018 20:33:00,,,83.8,1933.31
14-07-2018 20:34:00,,,83.79,1931.7
14-07-2018 20:35:00,,,83.79,1933.98
14-07-2018 20:36:00,,,83.79,1926.33
14-07-2018 20:37:00,,,83.79,1922.19
14-07-2018 20:38:00,,,83.8,1929.15
14-07-2018 20:39:00,,,83.8,1923.92
14-07-2018 20:40:00,,,83.79,1924.31
14-07-2018 20:41:00,,,83.79,1923.27
14-07-2018 20:42:00,,,83.79,1919.85
14-07-2018 20:43:00,,,83.79,1918.18
14-07-2018 20:44:00,,,83.79,1916.76
14-07-2018 20:45:00,,,83.79,1913.8
14-07-2018 20:46:00,,,83.79,1920.13
14-07-2018 20:47:00,,,83.79,1922.11
14-07-2018 20:48:00,,,83.79,1919.45
14-07-2018 20:49:00,,,83.79,1920.84
14-07-2018 20:50:00,,,83.79,1912.5
14-07-2018 20:51:00,,,83.79,1917.71
14-07-2018 20:52:00,,,83.8,1912.58
14-07-2018 20:53:00,,,83.79,1914.29
14-07-2018 20:54:00,,,83.79,1909.37
14-07-2018 20:55:00,,,83.79,1903.62
14-07-2018 20:56:00,,,83.79,1900.76
14-07-2018 20:57:00,,,83.79,1907.27
14-07-2018 20:58:00,,,83.79,1909.85
14-07-2018 20:59:00,,,83.79,1903.54
14-07-2018 21:00:00,,,83.78,1904.94
14-07-2018 21:01:00,,,83.79,1890.22
14-07-2018 21:02:00,,,83.79,1891.5
14-07-2018 21:03:00,,,83.79,1889.89
14-07-2018 21:04:00,,,83.79,1889.46
14-07-2018 21:05:00,,,83.79,1893.2
14-07-2018 21:06:00,,,83.79,1896.13
14-07-2018 21:07:00,,,83.79,1900.44
14-07-2018 21:08:00,,,83.79,1901.98
14-07-2018 21:09:00,,,83.78,1903.0
14-07-2018 21:10:00,,,83.79,1904.1
14-07-2018 21:11:00,,,83.79,1899.15
14-07-2018 21:12:00,,,83.79,1898.2
14-07-2018 21:13:00,,,83.78,1902.08
14-07-2018 21:14:00,,,83.78,1900.31
14-07-2018 21:15:00,,,83.78,1894.79
14-07-2018 21:16:00,,,83.78,1900.96
14-07-2018 21:17:00,,,83.78,1900.8
14-07-2018 21:18:00,,,83.78,1903.66
14-07-2018 21:19:00,,,83.78,1902.47
14-07-2018 21:20:00,,,83.78,1902.0
14-07-2018 21:21:00,,,83.78,1906.08
14-07-2018 21:22:00,,,83.78,1909.62
14-07-2018 21:23:00,,,83.78,1904.35
14-07-2018 21:24:00,,,83.78,1904.08
14-07-2018 21:25:00,,,83.79,1912.94
14-07-2018 21:26:00,,,83.8,1912.6
14-07-2018 21:27:00,,,83.79,1908.51
14-07-2018 21:28:00,,,83.8,1907.44
14-07-2018 21:29:00,,,83.79,1913.65
14-07-2018 21:30:00,,,83.79,1917.53
14-07-2018 21:31:00,,,83.79,1914.6
14-07-2018 21:32:00,,,83.78,1911.48
14-07-2018 21:33:00,,,83.79,1915.19
14-07-2018 21:34:00,,,83.78,1911.31
14-07-2018 21:35:00,,,83.78,1912.21
14-07-2018 21:36:00,,,83.78,1923.79
14-07-2018 21:37:00,,,83.78,1921.15
14-07-2018 21:38:00,,,83.78,1928.07
14-07-2018 21:39:00,,,83.78,1934.34
14-07-2018 21:40:00,,,83.78,1927.87
14-07-2018 21:41:00,,,83.78,1932.73
14-07-2018 21:42:00,,,83.72,1946.99
14-07-2018 21:43:00,,,83.79,1950.7
14-07-2018 21:44:00,,,83.79,1951.59
14-07-2018 21:45:00,,,83.79,1953.03
14-07-2018 21:46:00,,,83.78,1963.89
14-07-2018 21:47:00,,,83.78,1964.11
14-07-2018 21:48:00,,,83.78,1960.21
14-07-2018 21:49:00,,,83.78,1963.32
14-07-2018 21:50:00,,,83.78,1965.26
14-07-2018 21:51:00,,,83.78,1964.92
14-07-2018 21:52:00,,,83.78,1965.36
14-07-2018 21:53:00,,,83.78,1962.54
14-07-2018 21:54:00,,,83.78,1964.5
14-07-2018 21:55:00,,,83.78,1967.23
14-07-2018 21:56:00,,,83.79,1962.93
14-07-2018 21:57:00,,,83.78,1960.8
14-07-2018 21:58:00,,,83.78,1953.09
14-07-2018 21:59:00,,,83.78,1953.94
14-07-2018 22:00:00,,,83.78,1955.13
14-07-2018 22:01:00,,,83.78,1950.21
14-07-2018 22:02:00,,,83.78,1947.9
14-07-2018 22:03:00,,,83.78,1938.46
14-07-2018 22:04:00,,,83.77,1932.67
14-07-2018 22:05:00,,,83.77,1929.27
14-07-2018 22:06:00,,,83.78,1923.56
14-07-2018 22:07:00,,,83.78,1922.64
14-07-2018 22:08:00,,,83.78,1926.05
14-07-2018 22:09:00,,,83.78,1922.57
14-07-2018 22:10:00,,,83.78,1918.39
14-07-2018 22:11:00,,,83.79,1923.29
14-07-2018 22:12:00,,,83.78,1916.54
14-07-2018 22:13:00,,,83.78,1916.17
14-07-2018 22:14:00,,,83.78,1921.56
14-07-2018 22:15:00,,,83.78,1925.1
14-07-2018 22:16:00,,,83.78,1928.69
14-07-2018 22:17:00,,,83.78,1931.34
14-07-2018 22:18:00,,,83.78,1928.01
14-07-2018 22:19:00,,,83.78,1927.68
14-07-2018 22:20:00,,,83.78,1929.28
14-07-2018 22:21:00,,,83.78,1934.17
14-07-2018 22:22:00,,,83.79,1931.96
14-07-2018 22:23:00,,,83.79,1930.08
14-07-2018 22:24:00,,,83.79,1936.95
14-07-2018 22:25:00,,,83.79,1938.21
14-07-2018 22:26:00,,,83.79,1936.49
14-07-2018 22:27:00,,,83.79,1935.37
14-07-2018 22:28:00,,,83.79,1945.96
14-07-2018 22:29:00,,,83.79,1952.4
14-07-2018 22:30:00,,,83.79,1953.79
14-07-2018 22:31:00,,,83.8,1961.88
14-07-2018 22:32:00,,,83.79,1966.82
14-07-2018 22:33:00,,,83.79,1972.85
14-07-2018 22:34:00,,,83.79,1971.92
14-07-2018 22:35:00,,,83.79,1975.34
14-07-2018 22:36:00,,,83.79,1969.76
14-07-2018 22:37:00,,,83.79,1974.7
14-07-2018 22:38:00,,,83.79,1973.22
14-07-2018 22:39:00,,,83.79,1973.3
14-07-2018 22:40:00,,,83.79,1974.72
14-07-2018 22:41:00,,,83.79,1971.41
14-07-2018 22:42:00,,,83.79,1965.38
14-07-2018 22:43:00,,,83.8,1968.96
14-07-2018 22:44:00,,,83.8,1972.82
14-07-2018 22:45:00,,,83.79,1971.87
14-07-2018 22:46:00,,,83.79,1964.01
14-07-2018 22:47:00,,,83.8,1958.19
14-07-2018 22:48:00,,,83.79,1962.57
14-07-2018 22:49:00,,,83.79,1963.03
14-07-2018 22:50:00,,,83.79,1961.82
14-07-2018 22:51:00,,,83.79,1968.99
14-07-2018 22:52:00,,,83.79,1968.44
14-07-2018 22:53:00,,,83.79,1966.59
14-07-2018 22:54:00,,,83.8,1971.94
14-07-2018 22:55:00,,,83.8,1975.05
14-07-2018 22:56:00,,,83.79,1973.11
14-07-2018 22:57:00,,,83.78,1982.94
14-07-2018 22:58:00,,,83.79,1985.22
14-07-2018 22:59:00,,,83.79,1988.42
14-07-2018 23:00:00,,,83.79,1987.33
14-07-2018 23:01:00,,,83.8,1983.34
14-07-2018 23:02:00,,,83.8,1977.68
14-07-2018 23:03:00,,,83.79,1985.42
14-07-2018 23:04:00,,,83.8,1986.33
14-07-2018 23:05:00,,,83.8,1984.19
14-07-2018 23:06:00,,,83.8,1976.81
14-07-2018 23:07:00,,,83.79,1972.49
14-07-2018 23:08:00,,,83.79,1973.51
14-07-2018 23:09:00,,,83.8,1976.46
14-07-2018 23:10:00,,,83.8,1968.61
14-07-2018 23:11:00,,,83.8,1974.92
14-07-2018 23:12:00,,,83.8,1964.47
14-07-2018 23:13:00,,,83.8,1956.84
14-07-2018 23:14:00,,,83.8,1944.77
14-07-2018 23:15:00,,,83.8,1938.45
14-07-2018 23:16:00,,,83.8,1941.18
14-07-2018 23:17:00,,,83.81,1944.69
14-07-2018 23:18:00,,,83.81,1930.4
14-07-2018 23:19:00,,,83.81,1932.32
14-07-2018 23:20:00,,,83.81,1925.45
14-07-2018 23:21:00,,,83.81,1920.03
14-07-2018 23:22:00,,,83.81,1919.96
14-07-2018 23:23:00,,,83.81,1922.96
14-07-2018 23:24:00,,,83.8,1916.6
